TERRITORIO#es,TERRITORIO_CODE,TIME_PERIOD#es,TIME_PERIOD_CODE,SEXO#es,SEXO_CODE,EDAD#es,EDAD_CODE,MEDIDAS#es,MEDIDAS_CODE,OBS_VALUE,ESTADO_OBSERVACION#es,CONFIDENCIALIDAD_OBSERVACION#es,NOTAS_OBSERVACION#es
Canarias,ES70,2015,2015,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.5,,,
Canarias,ES70,2016,2016,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.7,,,
Canarias,ES70,2016,2016,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.5,,,
Canarias,ES70,2016,2016,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.5,,,
Canarias,ES70,2017,2017,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94,,,
Canarias,ES70,2017,2017,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,91.7,,,
Canarias,ES70,2017,2017,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.8,,,
Canarias,ES70,2018,2018,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.7,,,
Canarias,ES70,2018,2018,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,92.6,,,
Canarias,ES70,2018,2018,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.6,,,
Canarias,ES70,2019,2019,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.2,,,
Canarias,ES70,2019,2019,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.2,,,
Canarias,ES70,2019,2019,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.2,,,
Canarias,ES70,2020,2020,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.6,,,
Canarias,ES70,2020,2020,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,93.7,,,
Canarias,ES70,2020,2020,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,94.7,,,
Canarias,ES70,2021,2021,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.9,,,
Canarias,ES70,2021,2021,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.6,,,
Canarias,ES70,2021,2021,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.3,,,
Canarias,ES70,2022,2022,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.2,,,
Canarias,ES70,2022,2022,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.8,,,
Canarias,ES70,2022,2022,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96,,,
Canarias,ES70,2023,2023,Mujeres,F,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.8,,,
Canarias,ES70,2023,2023,Hombres,M,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,95.7,,,
Canarias,ES70,2023,2023,Total,_T,8 años,Y8,Tasa de idoneidad,TASA_IDONEIDAD,96.2,,,
